ART,PROJ,CHG,DIST,QE,TOF,DRIFT
105,HEA,5,3200,188.0,11.7,0.384
105,HEA,6,200,89.0,6.7,0.096
105,HEA,6,300,89.0,6.7,0.096
105,HEA,6,400,89.0,6.7,0.096
105,HEA,6,500,89.0,6.7,0.096
105,HEA,6,600,89.0,6.7,0.096
105,HEA,6,700,89.0,6.7,0.096
105,HEA,6,800,89.0,6.7,0.096
105,HEA,6,900,89.0,6.7,0.096
105,HEA,6,1000,89.0,6.7,0.096
105,HEA,6,1100,89.0,6.7,0.096
105,HEA,6,1200,89.0,6.7,0.096
105,HEA,6,1300,89.0,6.7,0.096
105,HEA,6,1400,89.0,6.7,0.096
105,HEA,6,1500,89.0,6.7,0.096
105,HEA,6,1600,89.0,6.7,0.096
105,HEA,6,1700,89.0,6.7,0.096
105,HEA,6,1800,89.0,6.7,0.096
105,HEA,6,1900,89.0,6.7,0.096
105,HEA,6,2000,89.0,6.7,0.096
105,HEA,6,2100,89.0,6.7,0.096
105,HEA,6,2200,89.0,6.7,0.096
105,HEA,6,2300,90.0,6.8,0.096
105,HEA,6,2400,95.0,7.1,0.096
105,HEA,6,2500,100.0,7.5,0.192
105,HEA,6,2600,105.0,7.8,0.192
105,HEA,6,2700,111.0,8.2,0.192
105,HEA,6,2800,116.0,8.6,0.192
105,HEA,6,2900,121.0,8.9,0.192
105,HEA,6,3000,127.0,9.3,0.192
105,HEA,6,3100,132.0,9.7,0.288
105,HEA,6,3200,138.0,10.1,0.288
105,HEA,6,3300,144.0,10.5,0.288
105,HEA,6,3400,150.0,10.9,0.288
105,HEA,6,3500,156.0,11.3,0.288
105,HEA,6,3600,162.0,11.7,0.384
105,HEA,6,3700,169.0,12.1,0.384
105,HEA,6,3800,175.0,12.5,0.384
105,HEA,7,200,89.0,8.1,0.192
105,HEA,7,300,89.0,8.1,0.192
105,HEA,7,400,89.0,8.1,0.192
105,HEA,7,500,89.0,8.1,0.192
105,HEA,7,600,89.0,8.1,0.192
105,HEA,7,700,89.0,8.1,0.192
105,HEA,7,800,89.0,8.1,0.192
105,HEA,7,900,89.0,8.1,0.192
105,HEA,7,1000,89.0,8.1,0.192
105,HEA,7,1100,89.0,8.1,0.192
105,HEA,7,1200,89.0,8.1,0.192
105,HEA,7,1300,89.0,8.1,0.192
105,HEA,7,1400,89.0,8.1,0.192
105,HEA,7,1500,89.0,8.1,0.192
105,HEA,7,1600,89.0,8.1,0.192
105,HEA,7,1700,89.0,8.1,0.192
105,HEA,7,1800,89.0,8.1,0.192
105,HEA,7,1900,89.0,8.1,0.192
105,HEA,7,2000,89.0,8.1,0.192
105,HEA,7,2100,89.0,8.1,0.192
105,HEA,7,2200,89.0,8.1,0.192
105,HEA,7,2300,89.0,8.1,0.192
105,HEA,7,2400,89.0,8.1,0.192
105,HEA,7,2500,89.0,8.1,0.192
105,HEA,7,2600,89.0,8.1,0.192
105,HEA,7,2700,89.0,8.1,0.192
105,HEA,7,2800,89.0,8.1,0.192
105,HEA,7,2900,89.0,8.1,0.192
105,HEA,7,3000,89.0,8.1,0.192
105,HEA,7,3100,89.0,8.1,0.192
105,HEA,7,3200,90.0,8.1,0.192
105,HEA,7,3300,93.0,8.5,0.192
105,HEA,7,3400,97.0,8.8,0.192
105,HEA,7,3500,101.0,9.1,0.192
105,HEA,7,3600,105.0,9.4,0.192
105,HEA,7,3700,109.0,9.8,0.288
105,HEA,7,3800,114.0,10.1,0.288
105,HEA,7,3900,118.0,10.5,0.288
105,HEA,7,4000,122.0,10.8,0.288
105,HEA,7,4100,127.0,11.2,0.288
105,HEA,7,4200,132.0,11.5,0.384
105,HEA,7,4300,136.0,11.9,0.384
105,HEA,7,4400,141.0,12.3,0.384
105,HEA,7,4500,146.0,12.6,0.384
105,HEA,7,4600,151.0,13.0,0.48
105,HEA,7,4700,156.0,13.4,0.48
105,ILA,1,100,91.7,2.856,0.0
105,ILA,1,200,91.7,2.856,0.0
105,ILA,1,300,91.7,2.856,0.0
105,ILA,1,400,91.7,2.856,0.0
105,ILA,1,500,105.1,3.264,0.0
105,ILA,1,600,126.7,3.978,0.0
105,ILA,1,700,149.3,4.692,0.104
105,ILA,1,800,173.0,5.406,0.104
105,ILA,1,900,196.7,6.12,0.104
105,ILA,1,1000,221.5,6.834,0.104
105,ILA,1,1100,252.3,7.752,0.208
105,ILA,2,200,91.7,3.57,0.0
105,ILA,2,300,91.7,3.57,0.0
105,ILA,2,400,91.7,3.57,0.0
105,ILA,2,500,91.7,3.57,0.0
105,ILA,2,600,91.7,3.57,0.0
105,ILA,2,700,94.8,3.672,0.0
105,ILA,2,800,109.2,4.284,0.104
105,ILA,2,900,124.6,4.794,0.104
105,ILA,2,1000,139.1,5.406,0.104
105,ILA,2,1100,154.5,6.018,0.104
105,ILA,2,1200,170.0,6.63,0.104
105,ILA,2,1300,186.4,7.242,0.104
105,ILA,2,1400,202.9,7.854,0.208
105,ILA,2,1500,220.4,8.466,0.208
105,ILA,3,200,91.7,4.182,0.0
105,ILA,3,300,91.7,4.182,0.0
105,ILA,3,400,91.7,4.182,0.0
105,ILA,3,500,91.7,4.182,0.0
105,ILA,3,600,91.7,4.182,0.0
105,ILA,3,700,91.7,4.182,0.0
105,ILA,3,800,91.7,4.182,0.0
105,ILA,3,900,91.7,4.182,0.0
105,ILA,3,1000,103.0,4.692,0.104
105,ILA,3,1100,114.3,5.1,0.104
105,ILA,3,1200,125.7,5.61,0.104
105,ILA,3,1300,137.0,6.12,0.104
105,ILA,3,1400,149.3,6.63,0.104
105,ILA,3,1500,161.7,7.242,0.104
105,ILA,3,1600,174.1,7.752,0.208
105,ILA,3,1700,186.4,8.262,0.208
105,ILA,3,1800,199.8,8.874,0.208
105,ILA,3,1900,212.2,9.384,0.208
105,ILA,4,200,91.7,4.998,0.104
105,ILA,4,300,91.7,4.998,0.104
105,ILA,4,400,91.7,4.998,0.104
105,ILA,4,500,91.7,4.998,0.104
105,ILA,4,600,91.7,4.998,0.104
105,ILA,4,700,91.7,4.998,0.104
105,ILA,4,800,91.7,4.998,0.104
105,ILA,4,900,91.7,4.998,0.104
105,ILA,4,1000,91.7,4.998,0.104
105,ILA,4,1100,91.7,4.998,0.104
105,ILA,4,1200,91.7,4.998,0.104
105,ILA,4,1300,94.8,5.1,0.104
105,ILA,4,1400,103.0,5.508,0.104
105,ILA,4,1500,111.2,6.018,0.104
105,ILA,4,1600,119.5,6.426,0.104
105,ILA,4,1700,127.7,6.834,0.104
105,ILA,4,1800,137.0,7.344,0.104
105,ILA,4,1900,146.3,7.752,0.208
105,ILA,4,2000,154.5,8.262,0.208
105,ILA,4,2100,163.8,8.67,0.208
105,ILA,4,2200,174.1,9.18,0.208
105,ILA,4,2300,183.3,9.69,0.312
105,ILA,4,2400,192.6,10.098,0.312
105,ILA,4,2500,202.9,10.608,0.312
105,ILA,5,200,91.7,5.916,0.104
105,ILA,5,300,91.7,5.916,0.104
105,ILA,5,400,91.7,5.916,0.104
105,ILA,5,500,91.7,5.916,0.104
105,ILA,5,600,91.7,5.916,0.104
105,ILA,5,700,91.7,5.916,0.104
105,ILA,5,800,91.7,5.916,0.104
105,ILA,5,900,91.7,5.916,0.104
105,ILA,5,1000,91.7,5.916,0.104
105,ILA,5,1100,91.7,5.916,0.104
105,ILA,5,1200,91.7,5.916,0.104
105,ILA,5,1300,91.7,5.916,0.104
105,ILA,5,1400,91.7,5.916,0.104
105,ILA,5,1500,91.7,5.916,0.104
105,ILA,5,1600,91.7,5.916,0.104
105,ILA,5,1700,91.7,5.916,0.104
105,ILA,5,1800,94.8,6.12,0.104
105,ILA,5,1900,100.9,6.528,0.104
105,ILA,5,2000,108.2,6.834,0.104
105,ILA,5,2100,114.3,7.242,0.104
105,ILA,5,2200,120.5,7.65,0.208
105,ILA,5,2300,127.7,8.058,0.208
105,ILA,5,2400,133.9,8.466,0.208
105,ILA,5,2500,141.1,8.874,0.208
105,ILA,5,2600,148.3,9.282,0.208
105,ILA,5,2700,155.5,9.69,0.312
105,ILA,5,2800,162.7,10.2,0.312
105,ILA,5,2900,171.0,10.608,0.312
105,ILA,5,3000,178.2,11.016,0.312
105,ILA,5,3100,186.4,11.526,0.416
105,ILA,5,3200,193.6,11.934,0.416
105,ILA,6,200,91.7,6.834,0.104
105,ILA,6,300,91.7,6.834,0.104
105,ILA,6,400,91.7,6.834,0.104
105,ILA,6,500,91.7,6.834,0.104
105,ILA,6,600,91.7,6.834,0.104
105,ILA,6,700,91.7,6.834,0.104
105,ILA,6,800,91.7,6.834,0.104
105,ILA,6,900,91.7,6.834,0.104
105,ILA,6,1000,91.7,6.834,0.104
105,ILA,6,1100,91.7,6.834,0.104
105,ILA,6,1200,91.7,6.834,0.104
105,ILA,6,1300,91.7,6.834,0.104
105,ILA,6,1400,91.7,6.834,0.104
105,ILA,6,1500,91.7,6.834,0.104
105,ILA,6,1600,91.7,6.834,0.104
105,ILA,6,1700,91.7,6.834,0.104
105,ILA,6,1800,91.7,6.834,0.104
105,ILA,6,1900,91.7,6.834,0.104
105,ILA,6,2000,91.7,6.834,0.104
105,ILA,6,2100,91.7,6.834,0.104
105,ILA,6,2200,91.7,6.834,0.104
105,ILA,6,2300,92.7,6.936,0.104
105,ILA,6,2400,97.9,7.242,0.104
105,ILA,6,2500,103.0,7.65,0.208
105,ILA,6,2600,108.2,7.956,0.208
105,ILA,6,2700,114.3,8.364,0.208
105,ILA,6,2800,119.5,8.772,0.208
105,ILA,6,2900,124.6,9.078,0.208
105,ILA,6,3000,130.8,9.486,0.208
105,ILA,6,3100,136.0,9.894,0.312
105,ILA,6,3200,142.1,10.302,0.312
105,ILA,6,3300,148.3,10.71,0.312
105,ILA,6,3400,154.5,11.118,0.312
105,ILA,6,3500,160.7,11.526,0.312
105,ILA,6,3600,166.9,11.934,0.416
105,ILA,6,3700,174.1,12.342,0.416
105,ILA,6,3800,180.2,12.75,0.416
105,ILA,7,200,91.7,8.262,0.208
105,ILA,7,300,91.7,8.262,0.208
105,ILA,7,400,91.7,8.262,0.208
105,ILA,7,500,91.7,8.262,0.208
105,ILA,7,600,91.7,8.262,0.208
105,ILA,7,700,91.7,8.262,0.208
105,ILA,7,800,91.7,8.262,0.208
105,ILA,7,900,91.7,8.262,0.208
105,ILA,7,1000,91.7,8.262,0.208
105,ILA,7,1100,91.7,8.262,0.208
105,ILA,7,1200,91.7,8.262,0.208
105,ILA,7,1300,91.7,8.262,0.208
105,ILA,7,1400,91.7,8.262,0.208
105,ILA,7,1500,91.7,8.262,0.208
105,ILA,7,1600,91.7,8.262,0.208
105,ILA,7,1700,91.7,8.262,0.208
105,ILA,7,1800,91.7,8.262,0.208
105,ILA,7,1900,91.7,8.262,0.208
105,ILA,7,2000,91.7,8.262,0.208
105,ILA,7,2100,91.7,8.262,0.208
105,ILA,7,2200,91.7,8.262,0.208
105,ILA,7,2300,91.7,8.262,0.208
105,ILA,7,2400,91.7,8.262,0.208
105,ILA,7,2500,91.7,8.262,0.208
105,ILA,7,2600,91.7,8.262,0.208
105,ILA,7,2700,91.7,8.262,0.208
105,ILA,7,2800,91.7,8.262,0.208
105,ILA,7,2900,91.7,8.262,0.208
105,ILA,7,3000,91.7,8.262,0.208
105,ILA,7,3100,91.7,8.262,0.208
105,ILA,7,3200,92.7,8.262,0.208
105,ILA,7,3300,95.8,8.67,0.208
105,ILA,7,3400,99.9,8.976,0.208
105,ILA,7,3500,104.0,9.282,0.208
105,ILA,7,3600,108.2,9.588,0.208
105,ILA,7,3700,112.3,9.996,0.312
105,ILA,7,3800,117.4,10.302,0.312
105,ILA,7,3900,121.5,10.71,0.312
105,ILA,7,4000,125.7,11.016,0.312
105,ILA,7,4100,130.8,11.424,0.312
105,ILA,7,4200,136.0,11.73,0.416
105,ILA,7,4300,140.1,12.138,0.416
105,ILA,7,4400,145.2,12.546,0.416
105,ILA,7,4500,150.4,12.852,0.416
105,ILA,7,4600,155.5,13.26,0.52
105,ILA,7,4700,160.7,13.668,0.52
155,HEA,3G,3446,293.0,18.4,1.0
155,HEA,3G,3456,294.0,18.6,1.0
155,HEA,3G,3470,296.0,18.8,1.1
155,HEA,3G,3487,297.0,19.0,1.1
155,HEA,3G,3506,300.0,19.2,1.1
155,HEA,3G,3528,302.0,19.4,1.1
155,HEA,3G,3552,304.0,19.6,1.2
155,HEA,3G,3577,307.0,19.8,1.2
155,HEA,3G,3604,310.0,20.0,1.2
155,HEA,3G,3633,313.0,20.2,1.2
155,HEA,3G,3662,316.0,20.4,1.2
155,HEA,3G,3694,320.0,20.7,1.3
155,HEA,3G,3726,323.0,20.9,1.3
155,HEA,3G,3759,327.0,21.1,1.3
155,HEA,3G,3793,331.0,21.3,1.4
155,HEA,3G,3828,335.0,21.5,1.4
155,HEA,3G,3863,339.0,21.8,1.4
155,HEA,3G,3899,343.0,22.0,1.5
155,HEA,3G,3936,347.0,22.2,1.5
155,HEA,3G,3973,352.0,22.4,1.5
155,HEA,3G,4010,356.0,22.7,1.5
155,HEA,3G,4048,361.0,22.9,1.6
155,HEA,3G,4086,365.0,23.1,1.6
155,HEA,3G,4125,370.0,23.3,1.6
155,HEA,3G,4163,375.0,23.6,1.7
155,HEA,3G,4202,380.0,23.8,1.7
155,HEA,3G,4241,385.0,24.0,1.7
155,HEA,3G,4280,390.0,24.3,1.8
155,HEA,3G,4319,395.0,24.5,1.8
155,HEA,3G,4358,400.0,24.7,1.8
155,HEA,3G,4397,405.0,25.0,1.9
155,HEA,3G,4437,410.0,25.2,1.9
155,HEA,3G,4476,416.0,25.4,1.9
155,HEA,3G,4515,421.0,25.7,2.0
155,HEA,3G,4554,427.0,25.9,2.0
155,HEA,3G,4593,432.0,26.1,2.0
155,HEA,3G,4631,438.0,26.4,2.1
155,HEA,3G,4670,443.0,26.6,2.1
155,HEA,3G,4708,449.0,26.9,2.2
155,HEA,3G,4746,455.0,27.1,2.2
155,HEA,3G,4784,461.0,27.3,2.2
155,HEA,3G,4822,467.0,27.6,2.3
155,HEA,3G,4860,473.0,27.8,2.3
155,HEA,3G,4897,479.0,28.1,2.4
155,HEA,3G,4934,485.0,28.3,2.4
155,HEA,3G,4971,491.0,28.6,2.5
155,HEA,3G,5007,498.0,28.8,2.5
155,HEA,3G,5044,504.0,29.1,2.5
155,HEA,3G,5080,511.0,29.4,2.6
155,HEA,3G,5115,517.0,29.6,2.6
155,HEA,3G,5150,524.0,29.9,2.7
155,HEA,3G,5185,531.0,30.1,2.7
155,HEA,3G,5220,538.0,30.4,2.8
155,HEA,3G,5254,545.0,30.7,2.8
155,HEA,3G,5288,552.0,31.0,2.9
155,HEA,3G,5321,559.0,31.3,2.9
155,HEA,3G,5354,567.0,31.5,3.0
155,HEA,3G,5387,574.0,31.8,3.0
155,HEA,3G,5419,582.0,32.1,3.1
155,HEA,3G,5451,590.0,32.4,3.1
155,HEA,3G,5482,598.0,32.7,3.2
155,HEA,3G,5513,607.0,33.0,3.3
155,HEA,3G,5544,616.0,33.3,3.3
155,HEA,3G,5574,625.0,33.7,3.4
155,HEA,3G,5603,634.0,34.0,3.5
155,HEA,3G,5632,644.0,34.4,3.6
155,HEA,3G,5661,655.0,34.7,3.6
155,HEA,3G,5688,666.0,35.1,3.7
155,HEA,3G,5716,679.0,35.6,3.8
155,HEA,3W,3928,276.0,19.4,1.1
155,HEA,3W,3942,278.0,19.6,1.2
155,HEA,3W,3959,279.0,19.8,1.2
155,HEA,3W,3979,281.0,20.0,1.2
155,HEA,3W,4002,283.0,20.2,1.2
155,HEA,3W,4027,285.0,20.4,1.2
155,HEA,3W,4056,288.0,20.6,1.3
155,HEA,3W,4084,290.0,20.8,1.3
155,HEA,3W,4116,293.0,21.1,1.3
155,HEA,3W,4149,296.0,21.3,1.4
155,HEA,3W,4183,299.0,21.5,1.4
155,HEA,3W,4218,302.0,21.7,1.4
155,HEA,3W,4255,306.0,21.9,1.4
155,HEA,3W,4293,309.0,22.2,1.5
155,HEA,3W,4331,313.0,22.4,1.5
155,HEA,3W,4371,317.0,22.6,1.5
155,HEA,3W,4411,320.0,22.9,1.6
155,HEA,3W,4452,324.0,23.1,1.6
155,HEA,3W,4493,328.0,23.3,1.6
155,HEA,3W,4535,332.0,23.5,1.7
155,HEA,3W,4578,336.0,23.8,1.7
155,HEA,3W,4620,341.0,24.0,1.7
155,HEA,3W,4663,345.0,24.2,1.8
155,HEA,3W,4707,349.0,24.5,1.8
155,HEA,3W,4750,354.0,24.7,1.8
155,HEA,3W,4794,358.0,24.9,1.9
155,HEA,3W,4838,363.0,25.2,1.9
155,HEA,3W,4882,367.0,25.4,1.9
155,HEA,3W,4926,372.0,25.6,2.0
155,HEA,3W,4970,376.0,25.9,2.0
155,HEA,3W,5014,381.0,26.1,2.0
155,HEA,3W,5058,386.0,26.4,2.1
155,HEA,3W,5102,391.0,26.6,2.1
155,HEA,3W,5146,396.0,26.8,2.2
155,HEA,3W,5190,401.0,27.1,2.2
155,HEA,3W,5233,406.0,27.3,2.2
155,HEA,3W,5277,411.0,27.6,2.3
155,HEA,3W,5320,416.0,27.8,2.3
155,HEA,3W,5363,421.0,28.0,2.4
155,HEA,3W,5406,426.0,28.3,2.4
155,HEA,3W,5449,431.0,28.5,2.4
155,HEA,3W,5491,437.0,28.8,2.5
155,HEA,3W,5534,442.0,29.0,2.5
155,HEA,3W,5576,447.0,29.2,2.6
155,HEA,3W,5617,453.0,29.5,2.6
155,HEA,3W,5658,458.0,29.7,2.6
155,HEA,3W,5699,464.0,30.0,2.7
155,HEA,3W,5740,469.0,30.2,2.7
155,HEA,3W,5780,475.0,30.5,2.8
155,HEA,3W,5820,480.0,30.7,2.8
155,HEA,3W,5860,486.0,31.0,2.9
155,HEA,3W,5899,492.0,31.2,2.9
155,HEA,3W,5938,498.0,31.5,3.0
155,HEA,3W,5977,504.0,31.7,3.0
155,HEA,3W,6015,509.0,32.0,3.1
155,HEA,3W,6052,515.0,32.2,3.1
155,HEA,3W,6089,522.0,32.5,3.2
155,HEA,3W,6126,528.0,32.8,3.2
155,HEA,3W,6163,534.0,33.0,3.3
155,HEA,3W,6198,540.0,33.3,3.3
155,HEA,3W,6234,547.0,33.6,3.4
155,HEA,3W,6269,553.0,33.8,3.4
155,HEA,3W,6303,560.0,34.1,3.5
155,HEA,3W,6337,566.0,34.4,3.6
155,HEA,3W,6371,573.0,34.6,3.6
155,HEA,3W,6404,580.0,34.9,3.7
155,HEA,3W,6436,587.0,35.2,3.7
155,HEA,3W,6469,594.0,35.5,3.8
155,HEA,3W,6500,601.0,35.8,3.8
155,HEA,3W,6531,609.0,36.1,3.9
155,HEA,3W,6561,616.0,36.4,4.0
155,HEA,3W,6591,624.0,36.7,4.0
155,HEA,3W,6621,633.0,37.0,4.1
155,HEA,3W,6649,641.0,37.4,4.2
155,HEA,3W,6677,650.0,37.7,4.3
155,HEA,3W,6705,659.0,38.0,4.3
155,HEA,3W,6732,669.0,38.4,4.4
155,HEA,3W,6758,679.0,38.8,4.5
155,HEA,3W,6784,691.0,39.2,4.6
155,HEA,3W,6808,703.0,39.7,4.7
155,HEA,3W,6832,718.0,40.2,4.8
155,HEA,3W,6854,736.0,40.9,5.0
155,HEA,3W,6874,763.0,41.9,5.3
155,HEA,4G,4095,270.0,19.6,1.2
155,HEA,4G,4112,272.0,19.9,1.2
155,HEA,4G,4133,273.0,20.1,1.2
155,HEA,4G,4158,275.0,20.3,1.2
155,HEA,4G,4185,278.0,20.6,1.3
155,HEA,4G,4215,280.0,20.8,1.3
155,HEA,4G,4248,283.0,21.0,1.3
155,HEA,4G,4283,286.0,21.3,1.4
155,HEA,4G,4320,289.0,21.5,1.4
155,HEA,4G,4358,292.0,21.8,1.4
155,HEA,4G,4399,295.0,22.0,1.5
155,HEA,4G,4440,299.0,22.2,1.5
155,HEA,4G,4483,303.0,22.5,1.5
155,HEA,4G,4527,307.0,22.7,1.5
155,HEA,4G,4572,311.0,23.0,1.6
155,HEA,4G,4618,315.0,23.2,1.6
155,HEA,4G,4665,319.0,23.5,1.7
155,HEA,4G,4712,323.0,23.7,1.7
155,HEA,4G,4760,327.0,24.0,1.7
155,HEA,4G,4809,332.0,24.3,1.8
155,HEA,4G,4858,336.0,24.5,1.8
155,HEA,4G,4907,341.0,24.8,1.8
155,HEA,4G,4957,346.0,25.0,1.9
155,HEA,4G,5007,350.0,25.3,1.9
155,HEA,4G,5057,355.0,25.5,2.0
155,HEA,4G,5108,360.0,25.8,2.0
155,HEA,4G,5158,365.0,26.1,2.0
155,HEA,4G,5209,370.0,26.3,2.1
155,HEA,4G,5260,375.0,26.6,2.1
155,HEA,4G,5310,380.0,26.8,2.2
155,HEA,4G,5361,386.0,27.1,2.2
155,HEA,4G,5412,391.0,27.4,2.3
155,HEA,4G,5462,396.0,27.6,2.3
155,HEA,4G,5513,402.0,27.9,2.3
155,HEA,4G,5563,407.0,28.2,2.4
155,HEA,4G,5613,413.0,28.4,2.4
155,HEA,4G,5663,418.0,28.7,2.5
155,HEA,4G,5713,424.0,29.0,2.5
155,HEA,4G,5762,430.0,29.3,2.6
155,HEA,4G,5811,435.0,29.5,2.6
155,HEA,4G,5860,441.0,29.8,2.7
155,HEA,4G,5909,447.0,30.1,2.7
155,HEA,4G,5958,453.0,30.4,2.8
155,HEA,4G,6006,459.0,30.6,2.8
155,HEA,4G,6053,465.0,30.9,2.9
155,HEA,4G,6101,472.0,31.2,2.9
155,HEA,4G,6148,478.0,31.5,3.0
155,HEA,4G,6195,484.0,31.8,3.0
155,HEA,4G,6241,491.0,32.1,3.1
155,HEA,4G,6287,497.0,32.3,3.1
155,HEA,4G,6332,504.0,32.6,3.2
155,HEA,4G,6377,510.0,32.9,3.2
155,HEA,4G,6422,517.0,33.2,3.3
155,HEA,4G,6466,524.0,33.5,3.4
155,HEA,4G,6510,531.0,33.8,3.4
155,HEA,4G,6553,538.0,34.1,3.5
155,HEA,4G,6595,545.0,34.5,3.6
155,HEA,4G,6638,553.0,34.8,3.6
155,HEA,4G,6679,560.0,35.1,3.7
155,HEA,4G,6720,568.0,35.4,3.8
155,HEA,4G,6761,576.0,35.7,3.8
155,HEA,4G,6801,584.0,36.1,3.9
155,HEA,4G,6841,592.0,36.4,4.0
155,HEA,4G,6880,601.0,36.8,4.1
155,HEA,4G,6918,610.0,37.1,4.1
155,HEA,4G,6956,619.0,37.5,4.2
155,HEA,4G,6993,628.0,37.9,4.3
155,HEA,4G,7030,638.0,38.3,4.4
155,HEA,4G,7065,649.0,38.7,4.5
155,HEA,4G,7101,660.0,39.2,4.6
155,HEA,4G,7135,673.0,39.7,4.7
155,HEA,4G,7168,686.0,40.2,4.8
155,HEA,4G,7201,701.0,40.8,5.0
155,HEA,4G,7232,719.0,41.4,5.1
155,HEA,4G,7262,744.0,42.4,5.4
155,HEA,4W,4524,259.0,20.4,1.2
155,HEA,4W,4540,260.0,20.6,1.3
155,HEA,4W,4560,261.0,20.8,1.3
155,HEA,4W,4584,263.0,21.0,1.3
155,HEA,4W,4612,265.0,21.3,1.4
155,HEA,4W,4642,267.0,21.5,1.4
155,HEA,4W,4675,269.0,21.8,1.4
155,HEA,4W,4711,272.0,22.0,1.5
155,HEA,4W,4748,275.0,22.2,1.5
155,HEA,4W,4788,278.0,22.5,1.5
155,HEA,4W,4829,281.0,22.7,1.5
155,HEA,4W,4872,284.0,23.0,1.6
155,HEA,4W,4916,287.0,23.2,1.6
155,HEA,4W,4962,290.0,23.4,1.6
155,HEA,4W,5008,294.0,23.7,1.7
155,HEA,4W,5056,298.0,23.9,1.7
155,HEA,4W,5104,301.0,24.2,1.8
155,HEA,4W,5154,305.0,24.4,1.8
155,HEA,4W,5204,309.0,24.7,1.8
155,HEA,4W,5254,313.0,24.9,1.9
155,HEA,4W,5306,317.0,25.2,1.9
155,HEA,4W,5357,321.0,25.4,1.9
155,HEA,4W,5409,325.0,25.7,2.0
155,HEA,4W,5462,329.0,25.9,2.0
155,HEA,4W,5514,334.0,26.2,2.1
155,HEA,4W,5567,338.0,26.5,2.1
155,HEA,4W,5620,342.0,26.7,2.1
155,HEA,4W,5673,347.0,27.0,2.2
155,HEA,4W,5727,351.0,27.2,2.2
155,HEA,4W,5780,356.0,27.5,2.3
155,HEA,4W,5833,361.0,27.7,2.3
155,HEA,4W,5887,365.0,28.0,2.4
155,HEA,4W,5940,370.0,28.2,2.4
155,HEA,4W,5993,375.0,28.5,2.4
155,HEA,4W,6046,379.0,28.8,2.5
155,HEA,4W,6099,384.0,29.0,2.5
155,HEA,4W,6152,389.0,29.3,2.6
155,HEA,4W,6205,394.0,29.5,2.6
155,HEA,4W,6257,399.0,29.8,2.7
155,HEA,4W,6309,404.0,30.1,2.7
155,HEA,4W,6361,409.0,30.3,2.8
155,HEA,4W,6413,414.0,30.6,2.8
155,HEA,4W,6464,419.0,30.8,2.8
155,HEA,4W,6515,424.0,31.1,2.9
155,HEA,4W,6566,430.0,31.4,3.0
155,HEA,4W,6616,435.0,31.6,3.0
155,HEA,4W,6666,440.0,31.9,3.1
155,HEA,4W,6716,445.0,32.2,3.1
155,HEA,4W,6765,451.0,32.4,3.1
155,HEA,4W,6814,456.0,32.7,3.2
155,HEA,4W,6862,462.0,33.0,3.3
155,HEA,4W,6910,467.0,33.2,3.3
155,HEA,4W,6958,473.0,33.5,3.4
155,HEA,4W,7005,478.0,33.8,3.4
155,HEA,4W,7052,484.0,34.0,3.5
155,HEA,4W,7098,490.0,34.3,3.5
155,HEA,4W,7144,495.0,34.6,3.6
155,HEA,4W,7189,501.0,34.9,3.7
155,HEA,4W,7234,507.0,35.1,3.7
155,HEA,4W,7278,513.0,35.4,3.8
155,HEA,4W,7322,519.0,35.7,3.8
155,HEA,4W,7365,525.0,36.0,3.9
155,HEA,4W,7408,531.0,36.3,4.0
155,HEA,4W,7450,537.0,36.5,4.0
155,HEA,4W,7491,543.0,36.8,4.1
155,HEA,4W,7532,549.0,37.1,4.1
155,HEA,4W,7573,555.0,37.4,4.2
155,HEA,4W,7613,561.0,37.7,4.3
155,HEA,4W,7652,567.0,38.0,4.3
155,HEA,4W,7690,574.0,38.3,4.4
155,HEA,4W,7728,580.0,38.6,4.5
155,HEA,4W,7766,587.0,38.9,4.5
155,HEA,4W,7803,594.0,39.2,4.6
155,HEA,4W,7839,601.0,39.6,4.7
155,HEA,4W,7875,608.0,39.9,4.8
155,HEA,4W,7910,616.0,40.2,4.8
155,HEA,4W,7944,624.0,40.6,4.9
155,HEA,4W,7978,632.0,40.9,5.0
155,HEA,4W,8011,641.0,41.3,5.1
155,HEA,4W,8043,650.0,41.6,5.2
155,HEA,4W,8075,660.0,42.0,5.3
155,HEA,4W,8106,670.0,42.4,5.4
155,HEA,4W,8135,682.0,42.9,5.5
155,HEA,4W,8164,695.0,43.4,5.7
155,HEA,4W,8191,712.0,44.0,5.8
155,HEA,4W,8217,735.0,44.9,6.0
155,HEA,5G,4944,254.0,21.4,1.3
155,HEA,5G,4960,255.0,21.7,1.4
155,HEA,5G,4981,256.0,21.9,1.4
155,HEA,5G,5007,258.0,22.1,1.4
155,HEA,5G,5036,260.0,22.3,1.4
155,HEA,5G,5069,262.0,22.6,1.5
155,HEA,5G,5105,265.0,22.9,1.5
155,HEA,5G,5143,267.0,23.1,1.5
155,HEA,5G,5184,270.0,23.4,1.6
155,HEA,5G,5227,273.0,23.7,1.6
155,HEA,5G,5273,276.0,23.9,1.7
155,HEA,5G,5320,279.0,24.2,1.7
155,HEA,5G,5368,282.0,24.4,1.7
155,HEA,5G,5418,286.0,24.7,1.8
155,HEA,5G,5469,289.0,25.0,1.8
155,HEA,5G,5522,293.0,25.2,1.8
155,HEA,5G,5575,296.0,25.5,1.9
155,HEA,5G,5630,300.0,25.8,1.9
